gene,Rep1_CondA_Counts,Rep2_CondA_Counts,Rep1_CondB_Counts,Rep2_CondB_Counts
RPRC009701,2,2,2,1
RPRC009705,1611,881,756,512
RPRC009725,103,59,80,52
RPRC006046,268,169,248,192
RPRC011572,1,0,0,0
RPRC003245,0,0,0,0
RPRC003244,3,1,0,1
RPRC014170,0,0,0,0
RPRC008150,77,53,5,1
RPRC012513,1,0,0,0
RPRC012508,0,0,0,0
RPRC012504,4,6,0,0
RPRC008989,1,0,0,0
RPRC012573,0,0,0,0
RPRC014245,5,0,4,2
RPRC007480,0,0,0,0
RPRC004010,697,450,235,157
RPRC014418,0,0,0,0
RPRC004572,1,1,0,0
RPRC017123,0,0,0,0
RPRC013562,0,0,0,0
RPRC008876,0,0,0,0
RPRC006586,0,0,0,0
RPRC007268,15,13,9,6
RPRC006469,0,0,0,0
RPRC006468,1,1,1,2
RPRC010653,0,0,0,0
RPRC014360,0,1,0,0
RPRC017486,0,0,0,0
RPRC016096,0,0,0,0
RPRC015494,0,0,1,0
RPRC001532,550,354,828,608
RPRC008192,1,1,1,0
RPRC008191,2,3,0,0
RPRC008185,0,0,0,0
RPRC008186,0,0,1,0
RPRC008188,8,11,0,0
RPRC008189,14,17,3,0
RPRC008190,18,9,1,1
RPRC008183,129,10,121,370
RPRC012554,307,180,39,38
RPRC002963,0,0,0,0
RPRC002964,1,0,0,0
RPRC004219,18,71,1,0
RPRC004218,6,11,0,1
RPRC004214,0,0,0,0
RPRC004216,0,0,0,0
RPRC008253,548,347,302,168
RPRC008252,515,310,348,201
RPRC014167,664,399,143,132
RPRC014166,351,216,114,94
RPRC014161,332,312,75,74
RPRC014165,69,72,31,24
RPRC014164,85,114,6,5
RPRC014163,0,1,0,0
RPRC008848,1,0,0,0
RPRC002189,1285,862,651,504
RPRC000508,801,559,369,260
RPRC000397,80,12,77,63
RPRC002238,630,549,233,151
RPRC002237,792,667,357,305
RPRC002236,819,673,231,129
RPRC002235,2206,1484,1017,645
RPRC012506,2185,1261,289,296
RPRC012948,0,1,0,0
RPRC001219,3169,1947,1052,716
RPRC012947,679,477,298,225
RPRC009641,0,0,0,0
RPRC012447,333,144,185,132
RPRC012430,3905,2432,1694,1153
RPRC012429,1503,1036,566,361
RPRC012428,0,0,0,0
RPRC001802,159,114,78,58
RPRC012446,21,9,6,5
RPRC001803,391,257,189,168
RPRC012427,3255,2176,1365,915
RPRC012426,1852,1131,2096,1277
RPRC012445,219,131,226,144
RPRC012444,626,352,640,412
RPRC012443,328,285,136,90
RPRC012437,381,404,153,103
RPRC012438,885,733,188,193
RPRC012425,39,50,2,6
RPRC012439,0,0,0,0
RPRC012440,2,2,0,0
RPRC012441,1,1,0,0
RPRC012442,35,26,2,1
RPRC001804,22,18,18,9
RPRC016006,0,0,0,0
RPRC007442,14,6,7,9
RPRC015492,0,0,0,0
RPRC001805,1036,983,110,77
RPRC000056,3,2,0,0
RPRC007425,163,137,22,35
RPRC007423,100,74,10,21
RPRC007419,0,0,0,0
RPRC007440,2307,1459,753,566
RPRC007416,3833,2505,1672,1169
RPRC007438,86,69,13,27
RPRC007436,0,0,0,0
RPRC007431,39,33,8,1
RPRC007428,0,0,3,2
RPRC006512,0,0,0,0
RPRC017001,0,0,0,0
RPRC006510,0,1,0,0
RPRC006445,4,4,2,1
RPRC006446,0,1,1,0
RPRC006444,2773,2071,1048,757
RPRC006505,10,7,2,2
RPRC017569,0,0,0,0
RPRC006443,1694,1236,404,301
RPRC006447,1609,1145,760,751
RPRC006442,2354,1506,512,396
RPRC006439,2414,1636,755,576
RPRC013602,0,0,0,0
RPRC004037,361,284,283,262
RPRC012553,0,0,0,0
RPRC009140,1,4,0,0
RPRC010873,1319,931,1738,1062
RPRC000877,0,0,0,0
RPRC004111,0,0,0,0
RPRC008279,0,0,0,0
RPRC007315,0,0,0,0
RPRC005236,264,249,69,105
RPRC000188,2,1,1,3
RPRC005232,525,426,484,322
RPRC010390,0,0,0,0
RPRC009015,0,0,0,0
RPRC015115,0,0,0,0
RPRC008999,0,0,0,0
RPRC017432,0,0,0,0
RPRC007337,0,0,0,0
RPRC007336,0,0,0,0
RPRC001917,0,0,0,0
RPRC007335,1,0,0,0
RPRC000261,475,395,58,73
RPRC006059,1281,768,643,506
RPRC006018,765,617,520,352
RPRC004130,0,0,1,0
RPRC010449,157,141,24,3
RPRC008506,89,20,5,1
RPRC002150,0,0,0,0
RPRC002149,244,158,251,164
RPRC015252,3495,2160,1307,963
RPRC004673,351,167,1,21
RPRC014688,1820,1247,668,498
RPRC000312,0,0,0,0
RPRC011008,0,0,0,0
RPRC011006,201,208,42,39
RPRC001933,313,196,86,69
RPRC011004,2,1,1,3
RPRC011001,132,71,55,338
RPRC010998,14,11,13,88
RPRC010989,2,4,1,0
RPRC010997,4259,2665,1387,748
RPRC010996,49,56,5,3
RPRC010995,70,53,14,15
RPRC010990,14,12,4,5
RPRC010991,920,546,821,499
RPRC010987,4389,3052,1388,911
RPRC010985,4249,2906,1185,857
RPRC006559,456,411,220,180
RPRC006509,2624,1611,1529,1075
RPRC006501,1791,1131,882,624
RPRC006514,648,588,328,220
RPRC006555,893,705,361,245
RPRC006558,2,2,0,0
RPRC013809,0,1,0,1
RPRC017134,16,50,9,41
RPRC014545,0,0,0,0
RPRC008255,2394,1634,4300,2577
RPRC008241,543,463,197,122
RPRC008254,667,1263,161,102
RPRC000445,1837,1269,795,500
RPRC002784,516,461,262,230
RPRC000406,525,367,411,264
RPRC002644,2309,1531,1368,893
RPRC002645,1799,1355,884,579
RPRC002776,458,272,187,119
RPRC002757,1534,1060,1076,686
RPRC002643,1627,1023,960,824
RPRC002648,5805,3841,1124,850
RPRC002641,2480,1712,620,562
RPRC002755,1042,746,575,350
RPRC002753,733,495,197,157
RPRC002650,396,276,111,84
RPRC002751,1451,1076,781,570
RPRC002742,247,210,37,34
RPRC002736,75,17,64,73
RPRC000949,2487,1781,853,697
RPRC002651,26,24,6,20
RPRC002735,3994,2779,1900,1320
RPRC000950,828,906,861,718
RPRC002731,800,522,510,367
RPRC002730,125,18,8,3
RPRC000951,744,513,334,207
RPRC002652,379,254,142,97
RPRC002663,1433,1184,434,345
RPRC002714,1492,909,765,614
RPRC002640,2406,1603,369,285
RPRC002713,15,9,28,20
RPRC002639,1266,1035,403,602
RPRC002665,1697,967,933,622
RPRC002670,6,3,1,2
RPRC002679,142,65,77,57
RPRC000952,1139,894,527,374
RPRC002678,221,146,77,48
RPRC002672,298,216,60,43
RPRC002674,5,4,1,0
RPRC001679,18,11,1,0
RPRC015382,2719,2220,887,604
RPRC015381,3,3,2,1
RPRC015378,2,2,0,0
RPRC015380,0,0,0,0
RPRC015379,2141,1581,874,608
RPRC015377,1073,823,559,417
RPRC015376,4416,3400,1704,1178
RPRC015375,0,0,0,0
RPRC001680,11,25,15,9
RPRC014041,0,0,1,0
RPRC015887,0,0,0,0
RPRC014040,0,0,0,0
RPRC017627,0,0,0,0
RPRC014039,0,0,0,1
RPRC017628,0,1,0,0
RPRC014034,2134,1543,878,585
RPRC014038,30,26,19,13
RPRC014036,8,7,10,5
RPRC014035,0,0,0,0
RPRC005291,145,110,97,65
RPRC005290,129,104,91,69
RPRC005289,155,125,129,118
RPRC005224,4,4,0,1
RPRC005288,1173,751,625,413
RPRC005225,563,436,270,211
RPRC000998,5554,4714,1956,1336
RPRC005227,0,0,0,0
RPRC005228,8196,5249,5753,4030
RPRC005269,1699,1065,718,495
RPRC004297,6,6,0,0
RPRC014268,0,0,0,0
RPRC014267,142,86,161,123
RPRC007571,142,60,46,20
RPRC008936,0,0,0,0
RPRC008934,1,1,0,0
RPRC008932,0,0,0,0
RPRC008931,0,0,0,0
RPRC008930,0,0,0,0
RPRC008927,10,6,7,3
RPRC008926,0,0,0,0
RPRC000660,0,0,0,0
RPRC008222,855,589,337,255
RPRC008220,849,427,126,179
RPRC008076,1478,1161,649,470
RPRC000725,795,753,74,108
RPRC008075,713,429,166,130
RPRC008074,1837,1165,1206,888
RPRC009469,1059,686,1001,777
RPRC009426,8932,7045,3032,2222
RPRC000980,2242,1668,1518,1076
RPRC009415,642,478,790,451
RPRC009294,466,585,11,20
RPRC009383,375,235,218,134
RPRC000981,49,23,55,143
RPRC000982,187,107,129,465
RPRC000983,1806,1302,576,411
RPRC009292,4491,3192,1163,853
RPRC009295,48,50,26,15
RPRC009290,5431,3953,1166,912
RPRC000984,342,249,177,137
RPRC009376,1615,1012,977,642
RPRC000985,707,458,355,210
RPRC009288,3621,2475,1707,1113
RPRC009374,703,453,256,164
RPRC009260,1033,760,424,330
RPRC009259,6211,4188,2485,2036
RPRC009258,17,19,2,1
RPRC009256,19,31,9,3
RPRC009297,977,579,196,146
RPRC000589,403,330,179,130
RPRC009316,55,26,13,16
RPRC009253,2312,1424,1160,793
RPRC009312,615,440,402,196
RPRC009307,1445,883,549,398
RPRC000986,576,95,1028,788
RPRC009302,62,64,13,7
RPRC017324,1,1,0,3
RPRC009301,413,476,33,25
RPRC009252,245,225,14,13
RPRC009298,0,0,0,0
RPRC000826,8,1,1,0
RPRC007259,0,0,0,0
RPRC005027,0,0,0,0
RPRC012823,0,0,0,0
RPRC006629,1,1,0,0
RPRC000034,1,1,0,0
RPRC012324,1,2,1,0
RPRC009094,157,124,20,17
RPRC009085,4109,3224,1988,1327
RPRC000850,1252,868,683,438
RPRC009099,6771,4957,3057,2268
RPRC009096,390,241,485,298
RPRC002325,31,17,14,9
RPRC010936,95,59,38,22
RPRC006478,2470,1693,1164,857
RPRC006497,2646,1908,1194,901
RPRC000667,0,0,0,0
RPRC017099,0,0,0,0
RPRC013939,119,76,39,55
RPRC015964,0,0,0,0
RPRC017055,0,0,0,0
RPRC010444,2,1,0,1
RPRC012540,2,4,0,0
RPRC003976,0,0,0,0
RPRC000758,3157,3221,1897,2218
RPRC012777,333,266,135,74
RPRC010621,338,280,13,24
RPRC010618,0,1,0,0
RPRC010570,3,1,0,0
RPRC004183,0,0,0,0
RPRC013032,468,308,133,131
RPRC014909,0,0,0,0
RPRC011583,23,34,2,0
RPRC002565,10,1,5,8
RPRC002564,84,13,39,45
RPRC002563,63,9,19,15
RPRC002545,583,321,58,73
RPRC002546,1362,1282,236,209
RPRC002562,581,538,130,104
RPRC002544,14706,9520,1869,1953
RPRC002547,702,530,294,238
RPRC002548,772,541,246,190
RPRC002557,4,2,0,2
RPRC002549,466,362,248,168
RPRC002550,681,539,323,221
RPRC002556,1120,706,387,313
RPRC002552,410,283,137,115
RPRC002542,2417,1744,577,427
RPRC002553,2602,1697,482,321
RPRC002555,0,0,0,0
RPRC001163,1139,976,609,385
RPRC006150,2671,2780,531,311
RPRC006275,674,487,190,147
RPRC006129,2943,2121,1272,867
RPRC006212,1518,909,518,401
RPRC006220,2868,1807,1043,851
RPRC006269,1632,808,862,558
RPRC006271,1565,754,650,452
RPRC000076,6,0,2,0
RPRC008834,12291,8653,6315,4553
RPRC008833,3237,2582,1164,984
RPRC008832,7785,4965,1871,1333
RPRC008836,274,187,86,56
RPRC001029,215,111,147,76
RPRC008839,4606,3155,2169,1544
RPRC008919,3762,2791,1543,1221
RPRC017160,1220,866,946,728
RPRC008831,4317,2016,813,833
RPRC001030,607,271,107,133
RPRC001031,5440,4119,1625,1367
RPRC008830,2474,1734,710,599
RPRC008992,2313,1573,1175,823
RPRC008990,1206,776,421,289
RPRC008965,6699,4784,1796,1281
RPRC008981,2266,1803,817,663
RPRC008984,676,612,424,315
RPRC001032,576,382,974,604
RPRC008988,0,0,0,0
RPRC008986,3,3,5,3
RPRC008985,2,4,1,3
RPRC004005,0,0,0,0
RPRC006789,0,2,0,0
RPRC006792,14,8,2,6
RPRC006699,1081,143,284,276
RPRC006791,0,1,0,0
RPRC017371,0,0,0,0
RPRC016922,0,0,0,0
RPRC015718,0,0,0,0
RPRC008203,306,185,25,18
RPRC008208,0,0,0,0
RPRC008207,126,128,53,46
RPRC017490,1,1,0,0
RPRC008206,0,0,0,0
RPRC008205,42,7,16,99
RPRC008204,0,0,0,0
RPRC000709,0,0,0,0
RPRC000708,0,0,0,0
RPRC000707,0,0,0,0
RPRC012667,0,0,0,0
RPRC012668,0,0,0,0
RPRC004286,0,0,0,0
RPRC016078,0,0,0,0
RPRC000918,0,1,0,0
RPRC012493,1,0,1,1
RPRC017389,0,0,0,0
RPRC001092,0,1,0,0
RPRC012853,0,0,0,0
RPRC004832,17,26,0,0
RPRC009013,4,9,4,0
RPRC002179,2,1,0,0
RPRC002180,0,0,0,0
RPRC006213,4,7,0,0
RPRC009827,0,1,0,0
RPRC017455,0,0,0,0
RPRC000489,113,109,12,13
RPRC007946,21,10,4,1
RPRC007945,132,111,42,32
RPRC007944,659,505,287,211
RPRC007942,24307,14334,2647,2963
RPRC007936,60,43,148,103
RPRC007935,8,5,15,16
RPRC007943,91,78,13,11
RPRC006809,194,157,144,97
RPRC004855,4359,2383,2472,1555
RPRC004854,1444,902,215,202
RPRC010712,101,90,60,42
RPRC010709,2106,1384,369,308
RPRC010694,2599,1318,816,785
RPRC010704,42,23,64,26
RPRC010697,74,59,77,44
RPRC010701,229,135,211,142
RPRC010887,0,0,0,0
RPRC001005,0,0,0,0
RPRC006201,2,4,0,0
RPRC006197,0,0,0,0
RPRC006987,708,568,374,189
RPRC006976,2828,1790,848,618
RPRC006978,28,8,8,9
RPRC006974,24000,14462,1774,2074
RPRC006972,1958,1413,541,494
RPRC006982,701,533,359,229
RPRC017154,285,309,83,68
RPRC006970,282,231,131,125
RPRC006984,28,31,2,7
RPRC006983,21,16,0,0
RPRC007819,0,0,0,1
RPRC010645,0,0,0,0
RPRC014640,0,0,0,2
RPRC012534,3,0,0,0
RPRC000530,0,0,0,0
RPRC010778,1220,888,359,290
RPRC010780,276,172,96,78
RPRC010808,104,76,33,46
RPRC010806,3959,3060,1593,1017
RPRC010803,2883,2074,1089,833
RPRC010776,1065,780,805,516
RPRC010774,1257,999,170,102
RPRC010800,6,4,3,1
RPRC010782,159,77,168,102
RPRC009351,342,212,636,518
RPRC009355,1410,729,654,494
RPRC009353,1071,913,287,531
RPRC001991,8684,6175,2704,3026
RPRC009352,7053,3663,39,57
RPRC009350,3227,2142,1144,797
RPRC001992,258,196,33,38
RPRC009348,187,106,59,26
RPRC010723,0,0,0,0
RPRC012102,0,0,0,0
RPRC002224,0,1,0,0
RPRC002223,291,209,124,87
RPRC011579,24,20,1,3
RPRC006326,5,3,0,0
RPRC006325,0,0,0,0
RPRC001784,260,171,30,48
RPRC006323,0,0,0,0
RPRC001785,2,1,0,0
RPRC009075,3,0,0,0
RPRC008970,1540,1204,477,341
RPRC008983,927,709,194,140
RPRC009074,1125,759,563,389
RPRC009059,872,698,188,147
RPRC008949,100,35,108,65
RPRC008991,193,144,105,98
RPRC009051,5430,2981,1757,1333
RPRC008947,10783,5176,2237,2239
RPRC008996,51,33,21,21
RPRC008946,2037,1365,1210,793
RPRC001786,415,314,179,111
RPRC009049,327,173,399,203
RPRC001787,55,20,42,15
RPRC016975,0,1,0,0
RPRC000308,938,751,615,453
RPRC012819,0,1,0,0
RPRC001289,43,26,6,8
RPRC012817,0,0,0,0
RPRC001290,979,684,217,172
RPRC012816,1,0,1,0
RPRC010865,0,0,0,0
RPRC002997,0,0,0,0
RPRC005437,0,0,0,0
RPRC005464,0,0,0,0
RPRC005462,0,0,0,0
RPRC015878,0,0,0,0
RPRC006355,0,0,0,0
RPRC011187,388,280,261,197
RPRC002100,129,74,58,39
RPRC011160,422,327,104,91
RPRC011223,26,27,24,19
RPRC001229,1187,850,803,661
RPRC011222,1036,300,92,55
RPRC011221,15,2,22,25
RPRC011158,165,184,73,412
RPRC011218,0,9,0,0
RPRC011157,5,2,0,0
RPRC011220,0,0,0,0
RPRC011219,0,0,0,0
RPRC001276,3272,2292,1012,779
RPRC009435,206,186,15,7
RPRC009433,5,5,1,6
RPRC009423,329,246,500,267
RPRC009334,2159,1918,880,666
RPRC009336,8041,5572,2881,1624
RPRC016969,0,0,0,0
RPRC009422,13,19,0,0
RPRC009420,0,0,0,0
RPRC001277,783,466,288,325
RPRC009406,118,38,23,20
RPRC009402,34,37,0,0
RPRC001278,450,327,135,70
RPRC009371,9,5,0,0
RPRC009332,4113,3067,1253,1000
RPRC009399,317,224,90,51
RPRC009397,522,426,118,86
RPRC009395,0,0,0,0
RPRC009379,100,63,9,13
RPRC009373,3126,2634,209,190
RPRC009331,321,239,83,84
RPRC009378,51,39,35,11
RPRC009330,1433,1021,593,330
RPRC009375,4,4,0,0
RPRC004453,11,8,0,0
RPRC004452,0,0,0,0
RPRC017519,0,0,0,0
RPRC004451,0,0,0,0
RPRC004450,3,1,0,0
RPRC008248,19,14,1,1
RPRC001929,802,613,358,276
RPRC008244,761,541,408,313
RPRC001930,43,23,18,12
RPRC006708,5441,4004,1460,1118
RPRC011565,1,1,0,0
RPRC011564,4,5,4,2
RPRC011562,0,0,0,0
RPRC011545,11,5,5,9
RPRC011455,434,233,423,229
RPRC011540,160,121,30,14
RPRC002088,0,0,0,0
RPRC011519,2725,1732,1056,741
RPRC001232,936,653,804,497
RPRC011470,29,22,11,5
RPRC011469,1684,1143,487,325
RPRC001233,1503,1505,899,730
RPRC011640,393,415,40,97
RPRC011658,0,1,0,0
RPRC013152,0,0,0,0
RPRC009548,13,6,7,2
RPRC009547,0,0,0,0
RPRC017504,0,1,0,0
RPRC009546,0,0,0,0
RPRC017502,0,0,0,0
RPRC017503,0,0,0,0
RPRC009545,0,1,0,1
RPRC001414,58,44,9,4
RPRC004593,1,2,0,1
RPRC004571,1776,1259,1117,824
RPRC004570,419,210,358,266
RPRC004569,950,347,155,169
RPRC001415,1022,662,326,254
RPRC004573,1499,1077,782,510
RPRC004584,1411,890,532,379
RPRC004566,32,44,4,8
RPRC004590,322,186,41,61
RPRC004589,4301,3203,2531,1723
RPRC004586,1477,945,858,766
RPRC004587,2,1,0,0
RPRC004588,0,0,0,0
RPRC016641,0,0,0,0
RPRC015487,0,0,0,0
RPRC011578,0,0,0,0
RPRC011577,0,0,0,0
RPRC011574,4,1,1,1
RPRC017668,0,0,0,0
RPRC011570,41,55,7,7
RPRC011575,0,0,0,0
RPRC011567,210112,135053,69627,43494
RPRC015293,585,369,238,145
RPRC015294,3551,2555,1505,1016
RPRC015292,9542,6543,1785,1374
RPRC015300,1070,670,971,706
RPRC015291,2938,1877,707,592
RPRC015290,3,2,2,0
RPRC015299,0,0,0,0
RPRC015289,2,3,0,0
RPRC015288,9,7,4,2
RPRC000205,635,543,73,66
RPRC015298,0,0,0,0
RPRC000294,4,5,0,3
RPRC000405,11655,8986,1892,2678
RPRC000309,468,219,50,45
RPRC015295,299,177,370,230
RPRC000518,10277,6155,4570,3571
RPRC001956,1,0,0,0
RPRC015297,0,0,0,0
RPRC015296,271,175,14,13
RPRC007905,1,0,0,0
RPRC001589,0,0,0,0
RPRC007902,6,7,0,0
RPRC007908,0,0,0,0
RPRC007909,6,4,0,0
RPRC007903,0,1,0,0
RPRC006209,0,0,0,0
RPRC017011,16,11,3,3
RPRC016068,21,11,2,5
RPRC006210,0,1,0,0
RPRC001588,0,1,0,0
RPRC016346,0,0,0,0
RPRC006183,78,75,10,16
RPRC000763,13,7,0,0
RPRC003057,10,12,7,12
RPRC004334,0,0,0,0
RPRC004328,0,1,0,0
RPRC003234,1256,642,607,467
RPRC003236,3,11,4,1
RPRC006347,0,0,0,0
RPRC010891,0,0,0,0
RPRC004110,0,0,0,0
RPRC002059,0,0,0,0
RPRC013949,4,7,1,0
RPRC011998,12,12,2,6
RPRC011916,879,555,325,199
RPRC011918,8705,6226,1170,863
RPRC011909,5035,3475,1427,1040
RPRC011986,2133,1602,1210,626
RPRC011907,2287,1726,1401,1084
RPRC011906,2660,1797,966,732
RPRC012418,0,1,0,1
RPRC012417,0,0,1,0
RPRC012416,215,203,79,58
RPRC001176,3052,2309,1059,734
RPRC001177,523,305,426,191
RPRC012371,1553,1522,685,754
RPRC012415,337,303,165,162
RPRC012372,1251,896,345,300
RPRC012374,2005,1378,944,762
RPRC012370,1571,1002,485,364
RPRC012414,485,262,292,147
RPRC012369,5803,4114,516,487
RPRC012368,2413,1539,833,582
RPRC001178,1397,1011,749,501
RPRC012381,35,24,33,24
RPRC012413,133,101,99,62
RPRC012385,204,15,2,6
RPRC012382,1026,764,597,451
RPRC012367,9144,8121,4365,3827
RPRC012383,1,1,0,0
RPRC012384,352,266,160,108
RPRC010821,0,0,0,0
RPRC013932,959,554,396,335
RPRC008247,751,510,210,126
RPRC014938,68,43,31,13
RPRC000028,450,907,22,17
RPRC005171,65,162,3,5
RPRC000460,135,195,1,4
RPRC005375,2633,1777,643,527
RPRC001972,353,285,294,201
RPRC005170,565,394,141,121
RPRC005229,8958,6665,1819,1358
RPRC005279,2676,1809,1087,731
RPRC005373,94,83,37,17
RPRC005370,10,10,0,4
RPRC005283,3,85,1,3
RPRC005284,2510,1437,598,596
RPRC005169,1575,1039,1257,921
RPRC005368,2,1,0,1
RPRC005168,4465,2704,1766,1451
RPRC001973,1824,1368,972,579
RPRC005167,996,836,248,219
RPRC005313,6,3,2,3
RPRC005314,22,68,8,7
RPRC001974,4063,2726,2569,1943
RPRC001975,4655,3419,4056,2667
RPRC005365,0,0,0,0
RPRC005357,1137,792,390,282
RPRC005166,1578,1023,466,328
RPRC005361,1678,1248,993,645
RPRC005360,601,462,295,219
RPRC001976,1091,540,597,373
RPRC005358,2111,1287,1343,739
RPRC005359,0,3,0,0
RPRC001977,781,612,390,260
RPRC006667,0,0,0,0
RPRC001916,2,1,0,0
RPRC000236,77,76,54,40
RPRC006683,0,0,0,0
RPRC006684,0,1,0,0
RPRC006685,0,0,0,0
RPRC006686,13,6,9,0
RPRC006688,1,0,0,0
RPRC006665,157,119,16,18
RPRC006655,77,69,4,5
RPRC015953,47,43,9,9
RPRC017643,32,34,22,2
RPRC006691,92,102,46,84
RPRC006663,1346,1012,864,694
RPRC006658,10634,5684,6240,5741
RPRC014946,0,0,0,0
RPRC011913,0,0,0,0
RPRC011914,0,0,0,0
RPRC004241,654,433,323,193
RPRC004233,11,0,1,0
RPRC004234,1319,1323,116,249
RPRC011796,8278,4896,295,431
RPRC011097,754,564,538,352
RPRC002388,616,199,5596,7925
RPRC002390,130,78,44,52
RPRC012562,185,74,98,38
RPRC012563,1651,1044,1058,729
RPRC000767,5,3,2,3
RPRC003146,8,8,0,0
RPRC004239,0,0,0,0
RPRC002392,1325,963,757,484
RPRC002391,1148,921,749,485
RPRC002389,1504,1065,316,269
RPRC002387,105,36,15,5
RPRC005286,1,0,0,0
RPRC000277,5,7,5,4
RPRC002132,5,4,3,2
RPRC002131,0,0,0,0
RPRC005136,92,40,5,2
RPRC005285,0,0,0,0
RPRC005184,170,186,56,46
RPRC005182,54,64,13,20
RPRC005180,47,33,10,8
RPRC005145,2,3,2,4
RPRC005139,3,1,2,1
RPRC005114,1107,715,728,544
RPRC005111,0,1,0,2
RPRC005140,3,1,0,2
RPRC005142,1417,966,361,261
RPRC005108,4610,2690,355,335
RPRC005144,1239,473,403,247
RPRC005106,1618,1156,497,354
RPRC011531,1166,889,433,305
RPRC011529,205,128,121,55
RPRC005866,479,305,275,171
RPRC005865,0,0,0,0
RPRC005864,119,70,41,51
RPRC006185,0,0,0,0
RPRC010153,354,301,174,116
RPRC010151,746,520,304,220
RPRC010149,8719,3794,2272,1833
RPRC010147,1428,955,571,385
RPRC010146,9265,5692,1714,1530
RPRC010145,3847,2658,1635,1168
RPRC010155,106,117,16,22
RPRC001045,91,60,23,20
RPRC002241,1,2,1,0
RPRC001046,28,16,26,16
RPRC001047,254,151,174,164
RPRC006635,16,7,6,3
RPRC007998,0,0,0,0
RPRC007997,0,0,0,0
RPRC003095,0,2,0,0
RPRC004639,0,0,0,0
RPRC006456,35,0,13,14
RPRC009481,1,0,0,0
RPRC004895,0,0,0,0
RPRC009542,0,0,0,0
RPRC013536,0,0,0,0
RPRC014968,0,0,0,0
RPRC014967,0,0,0,0
RPRC014966,0,0,0,0
RPRC017390,37,34,10,31
RPRC010907,131,83,121,65
RPRC010881,15,9,16,4
RPRC010906,130,97,36,41
RPRC010883,603,419,194,149
RPRC010905,2,1,1,0
RPRC010903,48,32,4,2
RPRC010902,68,45,13,15
RPRC010889,756,315,522,321
RPRC010888,1,0,0,0
RPRC001353,0,0,0,0
RPRC015443,0,0,0,0
RPRC000474,165,73,59,66
RPRC015442,520,436,159,115
RPRC015441,3,2,0,3
RPRC015440,449,197,24,16
RPRC015454,356,247,106,40
RPRC015439,3,0,0,1
RPRC015438,2728,1770,1105,844
RPRC015453,673,469,207,161
RPRC015444,13,11,3,1
RPRC015445,650,457,235,170
RPRC015446,527,390,297,192
RPRC015452,426,266,267,137
RPRC015437,58,72,35,17
RPRC015436,650,440,141,127
RPRC015447,507,269,214,123
RPRC015435,980,703,490,355
RPRC001354,164,114,30,16
RPRC015451,110,59,50,30
RPRC015450,290,206,350,222
RPRC015434,1548,994,801,531
RPRC001355,1069,766,765,549
RPRC001356,719,405,252,141
RPRC015448,881,706,901,583
RPRC015449,1670,1005,1211,798
RPRC004035,0,0,0,0
RPRC012702,0,0,0,0
RPRC003811,0,0,0,0
RPRC014157,0,0,0,0
RPRC013936,0,0,0,0
RPRC013938,0,0,0,0
RPRC013976,2,1,2,1
RPRC013974,0,0,0,0
RPRC017401,0,0,0,0
RPRC002566,0,0,0,0
RPRC004711,91,66,21,15
RPRC011859,475,622,132,165
RPRC000640,452,320,79,95
RPRC000762,119,60,31,22
RPRC002177,43,23,14,7
RPRC010784,0,0,0,0
RPRC006492,42,26,16,15
RPRC000139,0,0,0,0
RPRC012194,1088,790,1165,837
RPRC012174,753,513,496,351
RPRC012270,150,94,80,53
RPRC000140,95,60,33,26
RPRC012268,169,107,44,22
RPRC012201,185,176,24,20
RPRC000096,527,348,110,70
RPRC001291,26,15,0,0
RPRC001292,49,50,10,11
RPRC000413,50,25,11,5
RPRC001293,80,21,18,13
RPRC012165,2030,1490,819,583
RPRC012163,3215,2178,963,733
RPRC001294,1168,786,539,357
RPRC012203,987,576,395,260
RPRC012162,62463,42835,8078,8185
RPRC012266,44,49,8,7
RPRC001295,1682,1233,477,397
RPRC012204,326,217,710,534
RPRC001296,1342,843,929,618
RPRC012264,2041,843,1318,796
RPRC012982,648,400,746,464
RPRC012934,213,145,152,91
RPRC012933,4492,3433,1204,895
RPRC012981,9,7,2,2
RPRC012979,1002,746,283,249
RPRC012936,137,125,42,31
RPRC012937,1364,724,1342,857
RPRC011322,245,188,125,96
RPRC011265,4,3,0,0
RPRC011282,2063,1406,1785,1224
RPRC009540,1,4,0,0
RPRC009539,3,3,0,0
RPRC009484,16,7,10,1
RPRC015709,0,0,0,0
RPRC009538,49,37,41,14
RPRC009537,1,0,0,0
RPRC009536,34,21,30,8
RPRC009535,120,76,61,36
RPRC009482,72,49,26,9
RPRC009479,280,233,38,29
RPRC009477,923,575,644,364
RPRC009486,2199,1505,1035,858
RPRC009533,2404,1748,1373,978
RPRC009527,1749,1300,759,494
RPRC009529,1068,696,351,264
RPRC009532,445,311,226,177
RPRC009476,1046,825,304,247
RPRC009475,395,283,332,241
RPRC009531,1132,754,561,408
RPRC009474,1405,981,608,500
RPRC009473,2934,1914,1694,1228
RPRC014108,889,568,411,355
RPRC005675,3768,2368,1301,1059
RPRC001131,1,1,1,0
RPRC005676,23,2,1,1
RPRC005677,880,20,652,612
RPRC005678,11,8,1,1
RPRC001130,563,416,164,157
RPRC001129,231,162,65,59
RPRC005679,2,1,1,0
RPRC005680,0,0,0,0
RPRC000605,33,14,4,1
RPRC005673,790,574,245,181
RPRC005683,84,45,1,1
RPRC009303,0,0,0,0
