gene,Rep1_CondA_Counts,Rep2_CondA_Counts,Rep1_CondB_Counts,Rep2_CondB_Counts,Rep1_CondA_CPM,Rep2_CondA_CPM,Rep1_CondB_CPM,Rep2_CondB_CPM
RPRC017364,333,251,63,63,16.56,18.17,7.88,10.72
RPRC017365,949,761,291,217,47.20,55.10,36.41,36.91
RPRC008442,2632,1861,1041,707,130.92,134.74,130.25,120.26
RPRC008429,1436,947,1481,1010,71.43,68.57,185.31,171.81
RPRC008322,3587,2230,1461,1081,178.42,161.46,182.80,183.88
RPRC017195,1,0,0,0,0.05,0.00,0.00,0.00
RPRC008395,4193,1849,2412,1769,208.56,133.87,301.80,300.92
RPRC008427,41,14,64,35,2.04,1.01,8.01,5.95
RPRC008394,620,491,295,246,30.84,35.55,36.91,41.85
RPRC008323,744,595,279,188,37.01,43.08,34.91,31.98
RPRC008392,76,85,49,31,3.78,6.15,6.13,5.27
RPRC008391,1911,1310,824,584,95.05,94.85,103.10,99.34
RPRC008383,0,1,0,0,0.00,0.07,0.00,0.00
RPRC008382,1244,784,272,207,61.88,56.76,34.03,35.21
RPRC001133,17,9,0,1,0.85,0.65,0.00,0.17
RPRC008324,2,2,0,0,0.10,0.14,0.00,0.00
RPRC008443,0,1,0,0,0.00,0.07,0.00,0.00
RPRC008444,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008326,2778,1995,1158,850,138.18,144.44,144.89,144.59
RPRC008379,2894,2011,949,852,143.95,145.60,118.74,144.93
RPRC008445,594,402,145,100,29.55,29.11,18.14,17.01
RPRC008329,3691,2551,2576,1650,183.59,184.70,322.32,280.67
RPRC008446,0,3,0,0,0.00,0.22,0.00,0.00
RPRC000123,6,9,3,0,0.30,0.65,0.38,0.00
RPRC000063,570,486,657,455,28.35,35.19,82.21,77.40
RPRC008447,81,69,99,68,4.03,5.00,12.39,11.57
RPRC008373,8736,6489,2581,1850,434.53,469.82,322.94,314.69
RPRC008376,416,338,386,274,20.69,24.47,48.30,46.61
RPRC000272,277,178,149,121,13.78,12.89,18.64,20.58
RPRC000087,1487,1214,653,487,73.96,87.90,81.71,82.84
RPRC000285,649,501,287,237,32.28,36.27,35.91,40.31
RPRC013672,2342,1646,788,628,116.49,119.18,98.60,106.83
RPRC013673,1520,1182,649,478,75.61,85.58,81.20,81.31
RPRC013773,730,485,615,384,36.31,35.12,76.95,65.32
RPRC013671,497,318,129,102,24.72,23.02,16.14,17.35
RPRC002101,808,608,517,358,40.19,44.02,64.69,60.90
RPRC013772,211,128,113,66,10.50,9.27,14.14,11.23
RPRC013769,785,560,394,238,39.05,40.55,49.30,40.49
RPRC013698,1014,757,518,323,50.44,54.81,64.81,54.94
RPRC001566,1127,902,332,259,56.06,65.31,41.54,44.06
RPRC013768,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013767,3111,2485,1030,688,154.74,179.92,128.88,117.03
RPRC013766,19,12,11,13,0.95,0.87,1.38,2.21
RPRC013705,1902,1526,780,571,94.61,110.49,97.60,97.13
RPRC013758,91,39,33,42,4.53,2.82,4.13,7.14
RPRC013706,1706,1191,539,466,84.86,86.23,67.44,79.27
RPRC013757,206,117,98,54,10.25,8.47,12.26,9.19
RPRC013707,377,231,143,74,18.75,16.73,17.89,12.59
RPRC013729,1024,730,430,271,50.93,52.85,53.80,46.10
RPRC013728,290,217,89,62,14.42,15.71,11.14,10.55
RPRC013724,4070,3367,1566,1387,202.44,243.78,195.94,235.94
RPRC013670,5649,3867,1692,1351,280.99,279.98,211.71,229.81
RPRC013717,61,42,1,6,3.03,3.04,0.13,1.02
RPRC013647,634,462,78,80,31.54,33.45,9.76,13.61
RPRC013714,124,147,29,30,6.17,10.64,3.63,5.10
RPRC013712,262,185,40,33,13.03,13.39,5.00,5.61
RPRC013709,976,572,515,356,48.55,41.41,64.44,60.56
RPRC013708,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004123,21,10,41,42,1.04,0.72,5.13,7.14
RPRC004119,9249,5525,1674,1527,460.05,400.03,209.46,259.75
RPRC004599,4408,2889,383,346,219.26,209.17,47.92,58.86
RPRC001567,803,351,432,317,39.94,25.41,54.05,53.92
RPRC017307,1,1,0,0,0.05,0.07,0.00,0.00
RPRC004169,1061,779,339,239,52.77,56.40,42.42,40.66
RPRC004576,1886,1143,1536,1110,93.81,82.76,192.19,188.82
RPRC004106,2399,1850,732,562,119.33,133.95,91.59,95.60
RPRC004181,2567,1972,1205,802,127.68,142.78,150.77,136.42
RPRC004194,295,237,57,58,14.67,17.16,7.13,9.87
RPRC004300,19252,14100,6762,5221,957.61,1020.88,846.08,888.12
RPRC004535,3334,2440,1321,828,165.84,176.66,165.29,140.85
RPRC004490,12,9,4,4,0.60,0.65,0.50,0.68
RPRC004485,900,620,213,147,44.77,44.89,26.65,25.01
RPRC004042,1612,1193,658,473,80.18,86.38,82.33,80.46
RPRC004388,1377,887,1119,843,68.49,64.22,140.01,143.40
RPRC004387,146,112,109,49,7.26,8.11,13.64,8.34
RPRC004386,570,434,384,262,28.35,31.42,48.05,44.57
RPRC004366,50,31,5,16,2.49,2.24,0.63,2.72
RPRC004013,87,58,30,116,4.33,4.20,3.75,19.73
RPRC001568,1245,1157,669,447,61.93,83.77,83.71,76.04
RPRC004382,3706,2405,1220,810,184.34,174.13,152.65,137.79
RPRC004007,878,604,480,333,43.67,43.73,60.06,56.65
RPRC004371,3414,2243,1407,974,169.81,162.40,176.05,165.68
RPRC000454,3569,3056,1450,854,177.52,221.26,181.43,145.27
RPRC000834,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004148,2,1,0,0,0.10,0.07,0.00,0.00
RPRC000835,1,3,0,0,0.05,0.22,0.00,0.00
RPRC012598,583,484,390,248,29.00,35.04,48.80,42.19
RPRC012600,984,826,225,158,48.94,59.81,28.15,26.88
RPRC012596,1655,1330,473,328,82.32,96.30,59.18,55.79
RPRC017062,1,0,0,0,0.05,0.00,0.00,0.00
RPRC013914,10,1,4,4,0.50,0.07,0.50,0.68
RPRC006548,2015,2335,1223,1585,100.23,169.06,153.03,269.62
RPRC000548,198,126,128,85,9.85,9.12,16.02,14.46
RPRC004178,163,85,33,22,8.11,6.15,4.13,3.74
RPRC004125,1053,653,472,298,52.38,47.28,59.06,50.69
RPRC004127,1092,631,341,294,54.32,45.69,42.67,50.01
RPRC004129,1524,1108,327,184,75.80,80.22,40.92,31.30
RPRC004150,1865,1200,787,518,92.77,86.88,98.47,88.11
RPRC004093,2241,1530,1069,710,111.47,110.78,133.76,120.77
RPRC004089,12333,9660,3102,2953,613.45,699.41,388.13,502.32
RPRC004177,1,1,0,0,0.05,0.07,0.00,0.00
RPRC004166,33,32,16,21,1.64,2.32,2.00,3.57
RPRC004170,1511,1370,378,279,75.16,99.19,47.30,47.46
RPRC004174,2397,1951,435,514,119.23,141.26,54.43,87.43
RPRC004087,1745,1135,460,362,86.80,82.18,57.56,61.58
RPRC004086,5478,3803,1582,1232,272.48,275.35,197.94,209.57
RPRC004083,7365,4942,3445,2368,366.34,357.82,431.05,402.81
RPRC001118,712,548,347,304,35.42,39.68,43.42,51.71
RPRC011084,0,0,0,0,0.00,0.00,0.00,0.00
RPRC002840,0,0,0,0,0.00,0.00,0.00,0.00
RPRC012741,0,0,0,0,0.00,0.00,0.00,0.00
RPRC014334,1,0,0,0,0.05,0.00,0.00,0.00
RPRC008270,223,264,209,223,11.09,19.11,26.15,37.93
RPRC008480,1,1,0,0,0.05,0.07,0.00,0.00
RPRC005944,50,66,8,15,2.49,4.78,1.00,2.55
RPRC005926,3888,3206,1127,878,193.39,232.12,141.01,149.35
RPRC006010,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006009,6,7,0,0,0.30,0.51,0.00,0.00
RPRC006007,4011,2821,1287,882,199.51,204.25,161.03,150.03
RPRC001145,3042,2094,1050,697,151.31,151.61,131.38,118.56
RPRC005925,798,835,86,88,39.69,60.46,10.76,14.97
RPRC005922,2616,2016,723,507,130.12,145.96,90.46,86.24
RPRC005920,1018,663,248,233,50.64,48.00,31.03,39.63
RPRC005945,1287,920,616,454,64.02,66.61,77.08,77.23
RPRC001146,833,631,328,201,41.43,45.69,41.04,34.19
RPRC005919,2351,1665,1087,805,116.94,120.55,136.01,136.93
RPRC001147,872,787,322,423,43.37,56.98,40.29,71.95
RPRC005918,9527,6368,1386,1571,473.88,461.06,173.42,267.24
RPRC005978,4005,2985,1627,1204,199.21,216.12,203.57,204.81
RPRC005917,10253,7424,3240,2502,509.99,537.52,405.40,425.60
RPRC006004,12,17,1,2,0.60,1.23,0.13,0.34
RPRC005982,375,175,405,293,18.65,12.67,50.67,49.84
RPRC005985,290,125,277,217,14.42,9.05,34.66,36.91
RPRC005916,330,223,231,153,16.41,16.15,28.90,26.03
RPRC005915,431,352,351,243,21.44,25.49,43.92,41.34
RPRC005914,891,577,402,253,44.32,41.78,50.30,43.04
RPRC005987,547,381,245,164,27.21,27.59,30.66,27.90
RPRC005988,891,535,465,335,44.32,38.74,58.18,56.99
RPRC005908,1617,1278,907,673,80.43,92.53,113.49,114.48
RPRC005999,3470,2425,1502,931,172.60,175.58,187.93,158.37
RPRC005990,1397,1998,4171,3022,69.49,144.66,521.89,514.06
RPRC010169,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006180,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004790,2,2,1,0,0.10,0.14,0.13,0.00
RPRC006224,3,1,1,0,0.15,0.07,0.13,0.00
RPRC002788,1581,1341,1029,731,78.64,97.09,128.75,124.35
RPRC002789,13,15,4,5,0.65,1.09,0.50,0.85
RPRC002790,1126,667,459,290,56.01,48.29,57.43,49.33
RPRC003102,91,71,15,21,4.53,5.14,1.88,3.57
RPRC003100,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000282,0,1,0,0,0.00,0.07,0.00,0.00
RPRC003110,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003109,1,0,0,1,0.05,0.00,0.00,0.17
RPRC003108,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000880,8,0,1,0,0.40,0.00,0.13,0.00
RPRC006449,10,5,0,0,0.50,0.36,0.00,0.00
RPRC000052,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011145,6,6,0,0,0.30,0.43,0.00,0.00
RPRC011153,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011152,0,3,0,0,0.00,0.22,0.00,0.00
RPRC011144,4,1,0,1,0.20,0.07,0.00,0.17
RPRC001981,5,3,2,2,0.25,0.22,0.25,0.34
RPRC011143,17,5,1,1,0.85,0.36,0.13,0.17
RPRC011151,0,5,0,0,0.00,0.36,0.00,0.00
RPRC011146,13,24,0,4,0.65,1.74,0.00,0.68
RPRC011150,1,2,0,0,0.05,0.14,0.00,0.00
RPRC001982,389,446,216,138,19.35,32.29,27.03,23.47
RPRC011141,1,0,0,0,0.05,0.00,0.00,0.00
RPRC011138,3398,2044,13,22,169.02,147.99,1.63,3.74
RPRC011134,1203,786,535,414,59.84,56.91,66.94,70.42
RPRC011147,1759,1344,560,390,87.49,97.31,70.07,66.34
RPRC002089,0,4,0,0,0.00,0.29,0.00,0.00
RPRC011148,3,2,0,0,0.15,0.14,0.00,0.00
RPRC011132,5829,4047,1253,998,289.94,293.02,156.78,169.77
RPRC001983,24,5,37,15,1.19,0.36,4.63,2.55
RPRC006483,0,2,0,0,0.00,0.14,0.00,0.00
RPRC000559,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006486,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006487,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006527,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006525,5,3,0,0,0.25,0.22,0.00,0.00
RPRC006522,4,7,0,0,0.20,0.51,0.00,0.00
RPRC006521,18,21,1,0,0.90,1.52,0.13,0.00
RPRC006520,0,5,0,0,0.00,0.36,0.00,0.00
RPRC006519,18,9,11,8,0.90,0.65,1.38,1.36
RPRC006488,692,440,576,359,34.42,31.86,72.07,61.07
RPRC006504,465,319,169,122,23.13,23.10,21.15,20.75
RPRC006513,2040,1507,2092,1376,101.47,109.11,261.76,234.06
RPRC006506,6,4,3,1,0.30,0.29,0.38,0.17
RPRC003077,63,26,12,12,3.13,1.88,1.50,2.04
RPRC002307,3,2,1,6,0.15,0.14,0.13,1.02
RPRC000248,207,139,124,99,10.30,10.06,15.52,16.84
RPRC015267,473,380,249,174,23.53,27.51,31.16,29.60
RPRC015287,771,497,248,166,38.35,35.98,31.03,28.24
RPRC015286,444,345,241,129,22.08,24.98,30.15,21.94
RPRC001659,6751,4568,2670,1663,335.80,330.74,334.08,282.88
RPRC000062,373,229,170,108,18.55,16.58,21.27,18.37
RPRC015266,227,149,77,61,11.29,10.79,9.63,10.38
RPRC015265,4121,2991,1397,958,204.98,216.56,174.80,162.96
RPRC015268,695,441,824,462,34.57,31.93,103.10,78.59
RPRC015285,154,151,0,3,7.66,10.93,0.00,0.51
RPRC001660,769,575,202,155,38.25,41.63,25.27,26.37
RPRC001661,5982,4498,2172,1487,297.55,325.67,271.77,252.95
RPRC015264,4517,3425,1335,952,224.68,247.98,167.04,161.94
RPRC015263,700,677,162,133,34.82,49.02,20.27,22.62
RPRC015261,2706,1939,1545,1066,134.60,140.39,193.31,181.33
RPRC015262,6,3,0,0,0.30,0.22,0.00,0.00
RPRC015269,11420,8758,1255,1194,568.04,634.11,157.03,203.11
RPRC015260,349,228,171,132,17.36,16.51,21.40,22.45
RPRC015259,1120,789,470,362,55.71,57.13,58.81,61.58
RPRC015270,2762,1881,1358,842,137.38,136.19,169.92,143.23
RPRC015258,309,292,62,40,15.37,21.14,7.76,6.80
RPRC015284,619,461,474,362,30.79,33.38,59.31,61.58
RPRC015257,4249,2711,2646,2253,211.35,196.28,331.07,383.25
RPRC015283,4,3,1,9,0.20,0.22,0.13,1.53
RPRC015256,0,1,0,1,0.00,0.07,0.00,0.17
RPRC015280,4930,3044,1590,1330,245.22,220.40,198.95,226.24
RPRC015282,1870,1334,358,313,93.02,96.59,44.79,53.24
RPRC015281,541,343,386,252,26.91,24.83,48.30,42.87
RPRC017299,0,1,0,0,0.00,0.07,0.00,0.00
RPRC017280,0,2,0,0,0.00,0.14,0.00,0.00
RPRC002633,504,359,47,47,25.07,25.99,5.88,7.99
RPRC002642,1109,696,1283,870,55.16,50.39,160.53,147.99
RPRC001662,2342,1705,1881,1170,116.49,123.45,235.36,199.02
RPRC002626,900,739,920,605,44.77,53.51,115.11,102.91
RPRC002634,369,200,172,101,18.35,14.48,21.52,17.18
RPRC002625,2842,2278,396,344,141.36,164.93,49.55,58.52
RPRC002635,26,19,3,5,1.29,1.38,0.38,0.85
RPRC002624,20156,11737,2835,2852,1002.57,849.80,354.72,485.14
RPRC002636,765,657,63,59,38.05,47.57,7.88,10.04
RPRC016292,0,0,0,1,0.00,0.00,0.00,0.17
RPRC012601,2,0,0,0,0.10,0.00,0.00,0.00
RPRC012628,29,14,36,25,1.44,1.01,4.50,4.25
RPRC012599,2694,1606,2632,1822,134.00,116.28,329.32,309.93
RPRC012626,703,436,510,476,34.97,31.57,63.81,80.97
RPRC012608,251,193,207,145,12.48,13.97,25.90,24.67
RPRC012607,2209,1462,669,419,109.88,105.85,83.71,71.27
RPRC012603,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008940,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008937,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008929,117,64,220,123,5.82,4.63,27.53,20.92
RPRC010777,0,0,0,0,0.00,0.00,0.00,0.00
RPRC011889,678,473,475,298,33.72,34.25,59.43,50.69
RPRC000769,1038,635,944,622,51.63,45.98,118.12,105.81
RPRC002919,74,70,34,24,3.68,5.07,4.25,4.08
RPRC015471,645,484,178,148,32.08,35.04,22.27,25.18
RPRC015467,2906,1873,1550,1207,144.55,135.61,193.94,205.32
RPRC015466,1293,985,600,385,64.31,71.32,75.07,65.49
RPRC015468,3,1,4,4,0.15,0.07,0.50,0.68
RPRC015470,461,346,231,136,22.93,25.05,28.90,23.13
RPRC001008,1257,906,787,467,62.52,65.60,98.47,79.44
RPRC015469,289,233,213,142,14.38,16.87,26.65,24.15
RPRC003973,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000764,924,710,490,312,45.96,51.41,61.31,53.07
RPRC003826,44,19,1,2,2.19,1.38,0.13,0.34
RPRC003806,1909,1383,638,390,94.95,100.13,79.83,66.34
RPRC003808,330,168,70,45,16.41,12.16,8.76,7.65
RPRC000377,840,640,204,190,41.78,46.34,25.53,32.32
RPRC001684,5086,2832,2437,1922,252.98,205.05,304.92,326.94
RPRC003805,2480,1620,1039,667,123.36,117.29,130.00,113.46
RPRC003825,10,7,1,0,0.50,0.51,0.13,0.00
RPRC003810,395,253,125,76,19.65,18.32,15.64,12.93
RPRC003802,880,547,443,291,43.77,39.60,55.43,49.50
RPRC003812,233,160,121,94,11.59,11.58,15.14,15.99
RPRC003801,1126,656,670,418,56.01,47.50,83.83,71.10
RPRC003813,1960,1362,617,423,97.49,98.61,77.20,71.95
RPRC003824,722,560,228,170,35.91,40.55,28.53,28.92
RPRC003800,394,275,90,69,19.60,19.91,11.26,11.74
RPRC003823,8,1,1,2,0.40,0.07,0.13,0.34
RPRC003821,2,6,0,0,0.10,0.43,0.00,0.00
RPRC003819,0,0,0,2,0.00,0.00,0.00,0.34
RPRC003818,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003799,11928,7281,847,983,593.31,527.17,105.98,167.21
RPRC003798,1919,1321,927,629,95.45,95.64,115.99,107.00
RPRC003814,2,5,0,0,0.10,0.36,0.00,0.00
RPRC006828,4836,5564,17204,8199,240.55,402.85,2152.61,1394.69
RPRC006788,1989,1234,1269,756,98.93,89.35,158.78,128.60
RPRC006787,4273,2772,1381,998,212.54,200.70,172.79,169.77
RPRC001685,1415,906,1483,1259,70.38,65.60,185.56,214.16
RPRC006796,1827,1321,757,561,90.88,95.64,94.72,95.43
RPRC006784,0,1,0,0,0.00,0.07,0.00,0.00
RPRC006795,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006794,0,0,0,0,0.00,0.00,0.00,0.00
RPRC006793,0,0,0,0,0.00,0.00,0.00,0.00
RPRC003082,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009543,0,0,0,0,0.00,0.00,0.00,0.00
RPRC005546,0,0,0,0,0.00,0.00,0.00,0.00
RPRC010117,972,630,624,413,48.35,45.61,78.08,70.25
RPRC010115,240,199,371,248,11.94,14.41,46.42,42.19
RPRC010140,930,604,967,583,46.26,43.73,120.99,99.17
RPRC010111,5107,3047,2412,1684,254.03,220.61,301.80,286.46
RPRC002091,3,0,0,1,0.15,0.00,0.00,0.17
RPRC000104,8,13,114,70,0.40,0.94,14.26,11.91
RPRC010106,635,456,152,122,31.59,33.02,19.02,20.75
RPRC010213,1595,1182,496,368,79.34,85.58,62.06,62.60
RPRC010212,3,4,1,5,0.15,0.29,0.13,0.85
RPRC010141,110,61,8,50,5.47,4.42,1.00,8.51
RPRC010211,473,508,108,89,23.53,36.78,13.51,15.14
RPRC010178,806,553,467,354,40.09,40.04,58.43,60.22
RPRC010210,1,0,0,0,0.05,0.00,0.00,0.00
RPRC010101,18,3,1,0,0.90,0.22,0.13,0.00
RPRC017577,1,1,0,0,0.05,0.07,0.00,0.00
RPRC010180,1758,1104,853,501,87.44,79.93,106.73,85.22
RPRC000614,17,20,3,7,0.85,1.45,0.38,1.19
RPRC010209,169,154,230,126,8.41,11.15,28.78,21.43
RPRC010208,1,0,0,0,0.05,0.00,0.00,0.00
RPRC010206,636,347,808,488,31.64,25.12,101.10,83.01
RPRC010099,52,46,14,6,2.59,3.33,1.75,1.02
RPRC010196,625,355,274,226,31.09,25.70,34.28,38.44
RPRC001342,375,550,94,98,18.65,39.82,11.76,16.67
RPRC000001,4,2,1,0,0.20,0.14,0.13,0.00
RPRC010198,2,2,0,0,0.10,0.14,0.00,0.00
RPRC010200,310,151,76,30,15.42,10.93,9.51,5.10
RPRC010098,70,28,2,6,3.48,2.03,0.25,1.02
RPRC010096,31,19,2,5,1.54,1.38,0.25,0.85
RPRC010205,1531,911,555,294,76.15,65.96,69.44,50.01
RPRC010085,75,52,2,0,3.73,3.76,0.25,0.00
RPRC010204,22,6,7,4,1.09,0.43,0.88,0.68
RPRC010202,28,15,10,24,1.39,1.09,1.25,4.08
RPRC010201,52,12,7,3,2.59,0.87,0.88,0.51
RPRC005775,75,75,17,45,3.73,5.43,2.13,7.65
RPRC005774,18,28,5,8,0.90,2.03,0.63,1.36
RPRC005773,467,386,156,172,23.23,27.95,19.52,29.26
RPRC005772,166,106,24,20,8.26,7.67,3.00,3.40
RPRC005893,101,64,20,11,5.02,4.63,2.50,1.87
RPRC005770,1888,1421,962,658,93.91,102.88,120.37,111.93
RPRC005891,1553,1167,649,443,77.25,84.49,81.20,75.36
RPRC005889,358,294,375,237,17.81,21.29,46.92,40.31
RPRC005749,1919,1467,495,423,95.45,106.22,61.94,71.95
RPRC001343,7,15,0,1,0.35,1.09,0.00,0.17
RPRC005748,45,25,13,9,2.24,1.81,1.63,1.53
RPRC005776,1070,35,90,91,53.22,2.53,11.26,15.48
RPRC005747,2128,1691,495,378,105.85,122.43,61.94,64.30
RPRC005887,113,89,116,89,5.62,6.44,14.51,15.14
RPRC005876,586,412,342,251,29.15,29.83,42.79,42.70
RPRC005790,7154,5562,3253,2444,355.84,402.71,407.02,415.74
RPRC005804,894,720,327,216,44.47,52.13,40.92,36.74
RPRC005805,1098,839,748,582,54.62,60.75,93.59,99.00
RPRC005746,1726,1268,661,486,85.85,91.81,82.71,82.67
RPRC005814,1569,1082,677,500,78.04,78.34,84.71,85.05
RPRC001344,1382,1093,495,366,68.74,79.14,61.94,62.26
RPRC001345,817,504,469,313,40.64,36.49,58.68,53.24
RPRC001346,698,549,553,368,34.72,39.75,69.19,62.60
RPRC005744,4692,2730,1101,890,233.38,197.66,137.76,151.39
RPRC005816,4193,3007,1258,1080,208.56,217.72,157.40,183.71
RPRC005742,2643,1807,1257,862,131.46,130.83,157.28,146.63
RPRC005741,628,1080,214,100,31.24,78.20,26.78,17.01
RPRC005740,3441,2136,656,466,171.16,154.65,82.08,79.27
RPRC005873,1014,664,674,535,50.44,48.08,84.33,91.01
RPRC001347,1324,851,1069,869,65.86,61.62,133.76,147.82
RPRC005737,11998,7661,6562,4398,596.79,554.68,821.06,748.12
RPRC005872,643,414,641,430,31.98,29.97,80.20,73.15
RPRC005818,934,707,618,415,46.46,51.19,77.33,70.59
RPRC001348,3603,2635,1314,948,179.22,190.78,164.41,161.26
RPRC016967,3,0,0,1,0.15,0.00,0.00,0.17
RPRC005863,14993,10342,9603,7227,745.76,748.79,1201.55,1229.35
RPRC005820,91,74,45,36,4.53,5.36,5.63,6.12
RPRC001349,410,187,63,125,20.39,13.54,7.88,21.26
RPRC005736,17594,12845,7176,4690,875.14,930.02,897.88,797.79
RPRC005862,1914,1200,397,313,95.20,86.88,49.67,53.24
RPRC005822,563,419,190,140,28.00,30.34,23.77,23.81
RPRC005735,62,41,51,21,3.08,2.97,6.38,3.57
RPRC005734,2146,1601,1702,958,106.74,115.92,212.96,162.96
RPRC005823,397,336,94,63,19.75,24.33,11.76,10.72
RPRC005710,2690,2637,1002,993,133.80,190.93,125.37,168.91
RPRC005692,2167,1703,393,299,107.79,123.30,49.17,50.86
RPRC005861,2423,1549,551,384,120.52,112.15,68.94,65.32
RPRC005825,109,111,27,41,5.42,8.04,3.38,6.97
RPRC005824,5,9,5,4,0.25,0.65,0.63,0.68
RPRC017291,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009104,2,0,0,0,0.10,0.00,0.00,0.00
RPRC004199,9,7,10,11,0.45,0.51,1.25,1.87
RPRC000873,18,7,20,18,0.90,0.51,2.50,3.06
RPRC007040,0,0,0,0,0.00,0.00,0.00,0.00
RPRC004209,212,141,156,63,10.55,10.21,19.52,10.72
RPRC004201,1654,995,2477,1768,82.27,72.04,309.93,300.75
RPRC004200,0,2,0,1,0.00,0.14,0.00,0.17
RPRC013246,0,0,0,0,0.00,0.00,0.00,0.00
RPRC013245,0,0,0,0,0.00,0.00,0.00,0.00
RPRC009101,10,7,7,7,0.50,0.51,0.88,1.19
RPRC000883,318,330,154,136,15.82,23.89,19.27,23.13
RPRC001416,317,299,177,157,15.77,21.65,22.15,26.71
RPRC012424,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016230,24,20,4,6,1.19,1.45,0.50,1.02
RPRC012423,735,405,401,305,36.56,29.32,50.17,51.88
RPRC012422,28,15,16,8,1.39,1.09,2.00,1.36
RPRC017126,0,0,0,0,0.00,0.00,0.00,0.00
RPRC015574,0,0,0,0,0.00,0.00,0.00,0.00
RPRC016469,0,0,0,0,0.00,0.00,0.00,0.00
RPRC000018,60,44,3,1,2.98,3.19,0.38,0.17
RPRC000219,34,28,9,26,1.69,2.03,1.13,4.42
RPRC001544,11,7,10,8,0.55,0.51,1.25,1.36
RPRC002531,2,1,1,0,0.10,0.07,0.13,0.00
RPRC002521,39,12,2,3,1.94,0.87,0.25,0.51
RPRC002517,134,142,16,41,6.67,10.28,2.00,6.97
RPRC002506,16769,242,104,4,834.10,17.52,13.01,0.68
RPRC002561,1,0,0,0,0.05,0.00,0.00,0.00
RPRC002554,6,3,3,0,0.30,0.22,0.38,0.00
RPRC001545,7172,4807,4154,2375,356.74,348.04,519.76,404.00
RPRC002551,0,1,0,0,0.00,0.07,0.00,0.00
RPRC000230,454,198,469,267,22.58,14.34,58.68,45.42
RPRC001546,2,1,0,0,0.10,0.07,0.00,0.00
RPRC002534,1,1,0,0,0.05,0.07,0.00,0.00
RPRC000596,7,4,5,4,0.35,0.29,0.63,0.68
RPRC002543,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007699,0,3,0,0,0.00,0.22,0.00,0.00
RPRC007697,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007671,2697,1877,721,468,134.15,135.90,90.21,79.61
RPRC007695,2,1,1,0,0.10,0.07,0.13,0.00
RPRC007692,1766,1062,540,381,87.84,76.89,67.57,64.81
RPRC001547,2319,1618,903,620,115.35,117.15,112.99,105.47
RPRC007673,3,2,0,0,0.15,0.14,0.00,0.00
RPRC007674,501,298,279,161,24.92,21.58,34.91,27.39
RPRC001548,9807,4247,5182,2893,487.81,307.50,648.39,492.11
RPRC007690,0,0,0,0,0.00,0.00,0.00,0.00
RPRC007670,2169,1544,617,414,107.89,111.79,77.20,70.42
RPRC007689,1045,602,924,614,51.98,43.59,115.61,104.44
RPRC007688,213,147,164,117,10.59,10.64,20.52,19.90
RPRC007668,725,486,482,305,36.06,35.19,60.31,51.88
RPRC007667,32283,20803,8798,7897,1605.78,1506.20,1100.83,1343.32
RPRC007666,84,42,25,25,4.18,3.04,3.13,4.25
RPRC007687,52,51,29,19,2.59,3.69,3.63,3.23
RPRC007665,212,185,155,88,10.55,13.39,19.39,14.97
RPRC007685,1376,866,682,488,68.44,62.70,85.33,83.01
RPRC007662,175,137,89,108,8.70,9.92,11.14,18.37
RPRC007675,1622,1106,859,488,80.68,80.08,107.48,83.01
RPRC001549,23,17,6,1,1.14,1.23,0.75,0.17
RPRC008459,322,220,217,159,16.02,15.93,27.15,27.05
RPRC008403,3210,2083,894,819,159.67,150.82,111.86,139.32
RPRC008458,430,313,149,96,21.39,22.66,18.64,16.33
RPRC008457,329,294,178,155,16.36,21.29,22.27,26.37
RPRC008456,472,336,229,166,23.48,24.33,28.65,28.24
RPRC008455,566,331,546,323,28.15,23.97,68.32,54.94
RPRC008454,0,0,0,0,0.00,0.00,0.00,0.00
RPRC008401,1,1,1,0,0.05,0.07,0.13,0.00
